,id.bioguide,handle,state,district,type,party,name.last,inc_name,inc_party,inc_ran,inc_won,had_challenger,winner_votes,runnerup_votes,winner_party,runnerup_party,closeness,week1,week2,week3,week4,week5,week6,week7,week8,week9
119,H001060,reproberthurt,VA,5.0,rep,Republican,Hurt,"Garrett, Tom",R,0,0,0,207758.0,148339.0,R,D,0.166861838207,0.9958475,-0.091158,1.0158665,,2.36364,,,0.851852,
120,I000057,repsteveisrael,NY,3.0,rep,Democrat,Israel,"Suozzi, Tom",D,1,1,1,171775.0,152304.0,D,R,0.0600810296255,-51.0455711667,-91.03824,-50.4255966667,-40.076849,-27.2631114,-51.41524,-7.96484133333,-41.8548,-38.5850675
121,I000056,darrellissa,CA,49.0,rep,Republican,Issa,"Issa, Darrell",R,1,1,1,155888.0,154267.0,R,R,0.00522641904854,,6.615326,1.78065,,,,,0.421653,1.25913
122,J000032,jacksonleetx18,TX,18.0,rep,Democrat,Jackson Lee,"Jackson-Lee, Sheila",D,1,1,1,150157.0,48306.0,D,R,0.513198933806,-71.330952,-77.61235,-92.246725,-67.055025,1.06785,-60.8100666667,-21.99679,-32.05129,-45.03444625
123,J000290,replynnjenkins,KS,2.0,rep,Republican,Jenkins,"Jenkins, Lynn",R,1,1,1,181228.0,96840.0,R,D,0.303479724384,4.99081666667,16.4496653333,8.015185,7.74898066667,0.843987666667,9.32738,,14.1668,
124,J000292,repbilljohnson,OH,6.0,rep,Republican,Johnson,"Johnson, Bill",R,1,1,1,213975.0,88780.0,R,D,0.413519182177,3.22191033333,1.0303,4.13508,8.150629575,,7.32405,2.01258,0.047684,0.296599
125,J000126,repebj,TX,30.0,rep,Democrat,Johnson,"Johnson, E.B.",D,1,1,1,170502.0,41518.0,D,R,0.608357702104,-41.81952,-5.82353,-63.9979225,-54.414,-31.53605,-44.61285,-36.890325,-4.70895666667,-107.64
126,J000288,rephankjohnson,GA,4.0,rep,Democrat,Johnson,"Johnson, Hank",D,1,1,1,220146.0,70593.0,D,R,0.514389194432,-60.973338,-124.5044,-60.0452283333,-57.8110168333,-30.2111333333,-60.520325,-29.3012,-33.1817775,-62.3458
127,J000174,samspressshop,TX,3.0,rep,Republican,Johnson,"Johnson, Sam",R,1,1,1,193684.0,109420.0,R,D,0.278003589527,,,1.275,,0.404196,,,,
128,J000255,repwalterjones,NC,3.0,rep,Republican,Jones,"Jones, Walter",R,1,1,1,217531.0,106170.0,R,D,0.34402426931,1.42218,6.6859635,3.12802,-0.024556,7.25424,9.27838,,,
129,J000289,jim_jordan,OH,4.0,rep,Republican,Jordan,"Jordan, Jim",R,1,1,1,210227.0,98981.0,R,D,0.359777237329,,6.37047,8.2794305,21.089645,,3.56478,,27.4287466667,
130,K000009,repmarcykaptur,OH,9.0,rep,Democrat,Kaptur,"Kaptur, Marcy",D,1,1,1,193966.0,88427.0,D,R,0.373730935257,-5.069555,-1.17963571429,-1.555755828,-1.8529,-1.652541,-1.82301,-0.5051765875,-2.70833,-4.3913
131,K000375,usrepkeating,MA,9.0,rep,Democrat,Keating,"Keating, Bill",D,1,1,1,211790.0,127803.0,D,R,0.247316640802,-2.22471725,0.0676966666667,-0.905202,,-0.967118333333,-4.3964,-0.848739,-2.21945,-0.748092
132,K000376,mikekellypa,PA,3.0,rep,Republican,Kelly,"Kelly, Mike",R,1,1,0,271098.0,244893.0,R,NONE,0.0507857695192,2.2778418,4.42623,14.582,14.4032666667,5.495695,4.17208333333,2.39391666667,25.0222333333,2.90816
133,K000188,repronkind,WI,3.0,rep,Democrat,Kind,"Kind, Ron",D,1,1,0,257401.0,169.0,D,Write in,0.998687735373,,-4.85294,-1.04795,,,,,,-2.06316
134,K000210,reppeteking,NY,2.0,rep,Republican,King,"King, Peter",R,1,1,1,181506.0,110938.0,R,D,0.241304318092,0.024945,,4.34754,0.154969,1.08108,-0.785395,1.023806,,1.15957
135,K000362,stevekingia,IA,4.0,rep,Republican,King,"King, Steve",R,1,1,1,226719.0,142993.0,R,D,0.226462760203,0.884615,,,1.05893,,-1.223405,,,
136,K000378,repkinzinger,IL,16.0,rep,Republican,Kinzinger,"Kinzinger, Adam",R,1,1,0,259722.0,131.0,R,write in,0.998991737636,1.44181,10.1564942857,9.208555,13.0397955,8.86758333333,10.9574425,5.82902428571,17.1991914,15.98831
137,K000363,repjohnkline,MN,2.0,rep,Republican,Kline,"Lewis, Jason",R,0,0,0,173970.0,167315.0,R,D,0.0194998315191,,,-0.384204,,,,,,
138,L000573,raul_labrador,ID,1.0,rep,Republican,Labrador,"Labrador, Raul",R,1,1,1,242252.0,113052.0,R,D,0.363632269831,,,,,1.01681,,,,
139,L000564,repdlamborn,CO,5.0,rep,Republican,Lamborn,"Lamborn, Doug",R,1,1,1,225445.0,111676.0,R,D,0.33747230223,5.9655952,11.693546,6.1418,13.3438098,9.58053,2.528075,4.870545,0.41322795,13.4240702
140,L000567,replancenj7,NJ,7.0,rep,Republican,Lance,"Lance, Leonard",R,1,1,1,185850.0,148188.0,R,D,0.112747651465,8.19672,1.45643966667,4.13986,2.0797375,2.03362,,-0.00137152,1.5,14.5305455
141,L000559,jimlangevin,RI,2.0,rep,Democrat,Langevin,"Langevin, Jim",D,1,1,1,133108.0,70301.0,D,R,0.308771981574,-16.3493820133,-3.59220666667,-13.2171552,-5.4964875,-6.59871756967,-1.59227566667,-5.788165,-2.9118498,-5.991306
142,L000560,repricklarsen,WA,2.0,rep,Democrat,Larsen,"Larsen, Rick",D,1,1,1,208314.0,117094.0,D,R,0.280325007375,-1.21405,-182.703,-17.130765,-2.51025075,-18.43115,-4.880172,-1.8626675,-2.02123,-4.48879
143,L000557,repjohnlarson,CT,1.0,rep,Democrat,Larson,"Larson, John",D,1,1,1,200686.0,105674.0,D,R,0.310131871001,-35.96578675,-131.029,,,-0.7537385,,,,
144,L000566,boblatta,OH,5.0,rep,Republican,Latta,"Latta, Bob",R,1,1,1,244599.0,100392.0,R,D,0.418002208753,1.37997,9.67352666667,,,,0.974138,,,
145,L000551,repbarbaralee,CA,13.0,rep,Democrat,Lee,"Lee, Barbara",D,1,1,1,293117.0,29754.0,D,R,0.815691096444,-55.1177316667,-101.1907,-61.78312,-65.83714,-31.7923408333,-18.2246812,-23.5261333333,-4.44029666667,-33.45146
146,L000263,repsandylevin,MI,9.0,rep,Democrat,Levin,"Levin, Sander",D,1,1,1,199661.0,128937.0,D,R,0.215229551002,-66.2906333333,-125.779325,-58.4739,-23.19756,-28.9916,-60.0542,-44.24965,,-75.58555
147,L000287,repjohnlewis,GA,5.0,rep,Democrat,Lewis,"Lewis, John",D,1,1,1,253781.0,46768.0,D,R,0.688782860698,-2.34646,-20.615115,-2.635349,-49.9906,-11.0090666667,-26.273275,,,-0.878261
148,L000563,replipinski,IL,3.0,rep,Democrat,Lipinski,"Lipinski, Dan",D,1,1,0,225320.0,91.0,D,write in,0.999192585987,-4.13604,2.57038,-4.71299,-3.76899666667,-4.5922,,-2.683471,-5.28478556667,-5.8682
149,L000554,replobiondo,NJ,2.0,rep,Republican,LoBiondo,"LoBiondo, Frank",R,1,1,1,176338.0,110838.0,R,D,0.228083126724,1.545343,3.371634,0.295932602,1.191340335,2.12919,0.730976667667,1.340192,0.4500015,1.2899794
150,L000565,daveloebsack,IA,2.0,rep,Democrat,Loebsack,"Loebsack, David",D,1,1,1,198571.0,170933.0,D,R,0.0747975664675,1.37997,1.14178,-1.222368,-4.72948666667,,,,,0.245202
151,L000397,repzoelofgren,CA,19.0,rep,Democrat,Lofgren,"Lofgren, Zoe",D,1,1,1,181802.0,64061.0,D,R,0.47888864937,-47.4659,,-48.6747,-37.6736,,,,,
152,L000576,usreplong,MO,7.0,rep,Republican,Long,"Long, Billy",R,1,1,1,228692.0,92756.0,R,D,0.422886438864,18.2162375,21.992478,14.21881,24.450705,9.2356954,6.76567,1.77883888,21.62738275,27.179025
153,L000480,nitalowey,NY,17.0,rep,Democrat,Lowey,"Lowey, Nita",D,1,1,0,214530.0,0.0,D,NONE,1.0,-1.29884033333,-215.463,-39.0497,-6.69917,,-11.493604,-1.08432,-3.0432395,-18.5108675
154,L000491,repfranklucas,OK,3.0,rep,Republican,Lucas,"Lucas, Frank",R,1,1,1,227525.0,63090.0,R,D,0.565817318445,,,,,,,,,
155,L000569,repblainepress,MO,3.0,rep,Republican,Luetkemeyer,"Luetkemeyer, Blaine",R,1,1,1,249865.0,102891.0,R,D,0.416644933042,6.0062275,16.231292,9.28160666667,18.5298766667,4.87174,11.7561,1.172445,5.29675,7.97029443615
156,L000570,repbenraylujan,NM,3.0,rep,Democrat,Luján,"Lujan, Ben",D,1,1,1,170612.0,102730.0,D,R,0.248340906264,,-22.1736073333,-62.4826,,-0.966387,,,,
157,L000571,cynthialummis,WY,0.0,rep,Republican,Lummis,"Cheney, Liz",R,1,1,1,156176.0,75466.0,R,D,0.34842558776,0.94139,,-0.000331614,,1.69921,6.58254,2.96809,,6.29808
158,L000562,repstephenlynch,MA,8.0,rep,Democrat,Lynch,"Lynch, Stephen",D,1,1,1,271019.0,102744.0,D,R,0.45021845394,-2.81029233333,-5.182946,-4.09254720467,-1.9086026,-0.028194,-3.7573,-4.194588,-3.9324975,-1.37826
159,M000087,repmaloney,NY,12.0,rep,Democrat,Maloney,"Maloney, Carolyn",D,1,1,1,244358.0,49398.0,D,R,0.663680061003,-49.4737466667,-17.877552,-7.64772042,-27.5835516667,-9.19747,-21.9196,-35.707015,-33.3554275,-47.41255
160,M001158,repkenmarchant,TX,24.0,rep,Republican,Marchant,"Marchant, Kenny",R,1,1,1,154845.0,108389.0,R,D,0.176481761475,-0.927027,7.04972,,,,,,,
161,M001179,reptommarino,PA,10.0,rep,Republican,Marino,"Marino, Tom",R,1,1,1,211282.0,89823.0,R,D,0.403377559323,2.5538586,13.6308725,3.43167875,3.763189,6.33333,5.976935,0.9691425,17.1976868688,4.38653333333
162,M001163,dorismatsui,CA,6.0,rep,Democrat,Matsui,"Matsui, Doris",D,1,1,1,177565.0,57848.0,D,R,0.508540310008,-35.5337528333,-72.72165,-27.6296633333,-11.898396,-28.6667,-71.5648666667,-11.2711196667,-16.122514,-58.7177
163,M001165,gopleader,CA,23.0,rep,Republican,McCarthy,"McCarthy, Kevin",R,1,1,1,167116.0,74468.0,R,D,0.38350221869,8.27564775,5.89907175,4.92382,18.64552,,1.584154,9.124135,8.64044,
164,M001157,repmccaul,TX,10.0,rep,Republican,McCaul,"McCaul, Michael",R,1,1,1,179221.0,120170.0,R,D,0.197237057894,8.9792262,14.15039,4.78602533333,3.550267,2.996056,7.597065,2.47190266667,3.78578425,8.0110562
165,M001177,repmcclintock,CA,4.0,rep,Republican,McClintock,"McClintock, Tom",R,1,1,1,220133.0,130845.0,R,D,0.254397711537,0.967105,,,,,,,,
166,M001143,bettymccollum04,MN,4.0,rep,Democrat,McCollum,"McCollum, Betty",D,1,1,1,203299.0,121032.0,D,R,0.253651362343,-56.669016,-119.88476,-67.1729,-59.540265,-27.9957983333,-33.955595,-4.8796734,-33.0806325,-56.5287
167,M000404,repjimmcdermott,WA,7.0,rep,Democrat,McDermott,"Jayapal, Pramila",D,1,1,1,212010.0,166744.0,D,D,0.119512929236,2.65374,3.6031155,-68.6345,-1.3454685,0.651087,-0.00205981,,-1.96075,
168,M000312,repmcgovern,MA,2.0,rep,Democrat,McGovern,"McGovern, Jim",D,1,1,1,275487.0,4924.0,D,write in,0.964880122392,-50.8411024286,-63.4898142857,-50.4269742857,-39.45292,-37.96792,-35.509945,-2.2286888,-21.323734,-19.0612
169,M001156,patrickmchenry,NC,10.0,rep,Republican,McHenry,"McHenry, Patrick",R,1,1,1,220825.0,128919.0,R,D,0.262780776797,7.0897715,16.883852,6.7425875,6.26919,2.5923929164,2.1303292,2.34524,8.8219905,5.508674
170,M001180,repmckinley,WV,1.0,rep,Republican,McKinley,"McKinley, David",R,1,1,1,163469.0,73534.0,R,D,0.37946777045,7.30680142857,12.0828333333,6.56714666667,7.95375944,4.85593688333,7.62006,3.8388855,22.16854,23.35788
171,M001159,cathymcmorris,WA,5.0,rep,Republican,McMorris Rodgers,"McMorris Rodgers, Cathy",R,1,1,1,192959.0,130575.0,R,D,0.192820538181,7.926215,3.1412825,8.87357,13.830632,1.0,7.8238125,3.7478775,11.442992,10.5544004286
172,M001166,repmcnerney,CA,9.0,rep,Democrat,McNerney,"McNerney, Jerry",D,1,1,1,133163.0,98992.0,D,R,0.147190454653,-1.74588183333,-40.0329836,-5.021515,-1.5193996,-1.75747233333,-1.0855525,-2.10752,-4.49240666667,-4.5281584
173,M001181,repmeehan,PA,7.0,rep,Republican,Meehan,"Meehan, Pat",R,1,1,1,225678.0,153824.0,R,D,0.189337605599,2.089795,1.355606,,1.68547666667,4.13912,4.46835433333,1.17822,13.0385,
174,M001137,gregorymeeks,NY,5.0,rep,Democrat,Meeks,"Meeks, Gregory",D,1,1,1,199815.0,30312.0,D,R,0.736562854424,-36.36743475,-27.610848,-7.18675666667,-11.865638,-0.64122,-8.3582175,-29.2454695,-39.4615,-13.87704
176,M001150,candicemiller,MI,10.0,rep,Republican,Miller,"Mitchell, Paul",R,0,0,0,215132.0,110112.0,R,D,0.322896041126,1.678195,,0.0296569,-0.969076,,1.08696,,,
178,M001160,repgwenmoore,WI,4.0,rep,Democrat,Moore,"Moore, Gwen",D,1,1,1,220181.0,33494.0,D,I,0.735929831477,-15.4942825,-51.763106,-12.663022,-13.260966,-1.156932,-1.90537,-1.842651,-22.64295,1.2850675
179,M001182,repmickmulvaney,SC,5.0,rep,Republican,Mulvaney,"Mulvaney, Mick",R,1,1,1,161669.0,105772.0,R,D,0.20900684637,4.83552,,,,,,,,
180,M001151,reptimmurphy,PA,18.0,rep,Republican,Murphy,"Murphy, Tim",R,1,1,1,293684.0,0.0,R,NONE,1.0,5.071618,7.85658833333,8.56347,7.747134,2.1385094,5.608805,4.2903575,4.03942866667,6.0584285
181,N000002,repjerrynadler,NY,10.0,rep,Democrat,Nadler,"Nadler, Jerrold",D,1,1,1,192371.0,53857.0,D,R,0.562543658723,-15.8630785,,-14.84869,-5.2459,,,-1.01075,-3.1569985,
182,N000179,gracenapolitano,CA,32.0,rep,Democrat,Napolitano,"Napolitano, Grace",D,1,1,1,114926.0,71720.0,D,D,0.231486343131,-24.307293,-77.6745,-13.165965,-51.48,-27.0,-43.9901,-35.2584725,-3.52174,-47.3974
183,N000015,reprichardneal,MA,1.0,rep,Democrat,Neal,"Neal, Richard",D,1,1,1,235803.0,57504.0,D,I,0.607892072129,,,,-1.07639,-3.3084,-0.00446758,,-2.29751082,-1.75652
184,N000182,randyneugebauer,TX,19.0,rep,Republican,Neugebauer,"Arrington, Jodey",R,1,1,1,176314.0,17376.0,R,L,0.820579276163,,6.69974666667,,,,8.69566,1.05825,,
185,N000184,repkristinoem,SD,0.0,rep,Republican,Noem,"Noem, Kristi",R,1,1,1,237163.0,132810.0,R,D,0.282055717579,3.14480125,2.66855066667,1.684848,1.27877,2.08301666667,2.379204,2.7482,10.3323126667,3.385985
186,N000185,reprichnugent,FL,11.0,rep,Republican,Nugent,"Webster, Dan",R,1,1,1,258016.0,124713.0,R,D,0.348296052821,,,,,,,,,
187,N000181,rep_devinnunes,CA,22.0,rep,Republican,Nunes,"Nunes, Devin",R,1,1,1,158755.0,76211.0,R,D,0.351301890486,,,,0.801587,,,,,
188,O000168,reppeteolson,TX,22.0,rep,Republican,Olson,"Olson, Pete",R,1,1,1,181864.0,123679.0,R,D,0.190431461366,4.542934,13.18787,8.22921142857,11.2352142857,8.66976833333,9.422234,2.1876355,13.3857048571,17.8188985714
189,P000601,congpalazzo,MS,4.0,rep,Republican,Palazzo,"Palazzo, Steven",R,1,1,1,181323.0,77505.0,R,D,0.40110807177,2.77932,,-1.05234,16.8333,,0.909836,0.989362,1.10709266667,
190,P000034,frankpallone,NJ,6.0,rep,Democrat,Pallone,"Pallone, Frank",D,1,1,1,167895.0,91908.0,D,R,0.292479301625,-8.5885123585,-151.12476,-25.066625,-23.365505,-9.5406704,-19.15152,-15.81807692,-3.29182333333,-6.9978205
191,P000096,billpascrell,NJ,9.0,rep,Democrat,Pascrell,"Pascrell, Bill",D,1,1,1,162642.0,65376.0,D,R,0.426571586454,-2.87143,-2.62381,-2.353348,-2.33789666667,,-1.02655,,-1.33333,-17.9542
192,P000594,reperikpaulsen,MN,3.0,rep,Republican,Paulsen,"Paulsen, Erik",R,1,1,1,223077.0,169243.0,R,D,0.137219616639,1.1161595,0.730498933333,1.87236733333,0.9329385,1.12083333333,-0.180410666667,3.778814,6.89425,0.2088765
193,P000588,repstevepearce,NM,2.0,rep,Republican,Pearce,"Pearce, Steve",R,1,1,1,143514.0,85232.0,R,D,0.254789154783,3.97044166667,14.041798,6.9936470965,7.78283666667,2.42904,6.83267,0.989305,1.27493933333,2.31914
194,P000197,nancypelosi,CA,12.0,rep,Democrat,Pelosi,"Pelosi, Nancy",D,1,1,1,274035.0,64810.0,D,I,0.617465212708,-46.9754528333,-91.8447825,-30.7531971429,-59.847376,-19.4953531429,-52.534182,-29.355015,-47.384625,-45.23014
195,P000593,repperlmutter,CO,7.0,rep,Democrat,Perlmutter,"Perlmutter, Ed",D,1,1,1,199758.0,144066.0,D,R,0.161978221416,-5.230053,-87.3970175,-9.46421133333,-5.37781,-7.7944174,-28.72085,-37.3208533333,-11.355777324,-40.92131
196,P000597,chelliepingree,ME,1.0,rep,Democrat,Pingree,"Pingree, Chellie",D,1,1,1,227546.0,164569.0,D,R,0.160608494957,-0.478423959,-1.14123926675,0.00100234,-3.23189452333,-0.6458539,-42.3153413333,-0.9010485,-0.55299331,-0.143404
197,P000373,repjoepitts,PA,16.0,rep,Republican,Pitts,"Smucker, Lloyd",R,1,1,1,168669.0,134586.0,R,D,0.112390562398,1.7047,7.278476,6.46339,21.2858,2.87303666667,11.71112,6.67931,16.3370633333,
198,P000592,judgetedpoe,TX,2.0,rep,Republican,Poe,"Poe, Ted",R,1,1,1,168692.0,100231.0,R,D,0.254574729569,3.56371333333,5.55474,0.974244,6.868245,,1.08696,,0.869231,
199,P000598,jaredpolis,CO,2.0,rep,Democrat,Polis,"Polis, Jared",D,1,1,1,260175.0,170001.0,D,R,0.209621178308,-2.16768,-1.12963,-0.905202,-9.08011,-0.654545,-5.57208666667,-3.35993,-2.343828,-2.48847366667
200,P000602,repmikepompeo,KS,4.0,rep,Republican,Pompeo,"Pompeo, Mike",R,1,1,1,166998.0,81495.0,R,D,0.34408615132,2.8284135,4.825435,6.2626,1.7807105,4.900255,6.71659,0.863636,1.393826,1.92066266667
201,P000599,congbillposey,FL,8.0,rep,Republican,Posey,"Posey, Bill",R,1,1,1,246483.0,127127.0,R,D,0.319466823693,0.967105,,,,,,,,
202,P000523,repdavideprice,NC,4.0,rep,Democrat,Price,"Price, David",D,1,1,1,279380.0,130161.0,D,R,0.364356682237,-75.52395,-122.7215,-33.9252385,-34.27175,-21.21338,0.55113,-0.0095584,-5.86957,-28.1043
203,P000591,reptomprice,GA,6.0,rep,Republican,Price,"Price, Tom",R,1,1,1,201088.0,124917.0,R,D,0.233649790647,4.08967758,14.81317,3.254568,9.7586,5.5599572,7.7495325,9.66511066,24.722238,15.817444
204,Q000023,repmikequigley,IL,5.0,rep,Democrat,Quigley,"Quigley, Mike",D,1,1,1,212842.0,86222.0,D,R,0.423387636091,-41.7622485714,-51.0195285714,-31.7939857143,-9.35721285714,-6.86390333333,-17.9831614286,-15.1818,-6.64267285714,-14.1625414286
205,R000053,cbrangel,NY,13.0,rep,Democrat,Rangel,"Espaillat, Adriano",D,1,1,1,207194.0,16089.0,D,R,0.855886923769,-39.4343566667,-61.711175,-41.164824,-37.333904,-19.49034525,-32.6426424,-8.514975,-4.53695,-18.4588
206,R000585,reptomreed,NY,23.0,rep,Republican,Reed,"Reed, Tom",R,1,1,1,161050.0,118584.0,R,D,0.151862792078,-0.0255774,,,,,,1.16667,,
207,R000578,davereichert,WA,8.0,rep,Republican,Reichert,"Reichert, David",R,1,1,1,193145.0,127720.0,R,D,0.203901952535,1.74934,9.6320338,4.17533,2.66052333333,4.60156333333,1.99900333333,3.28139333333,1.743487,8.20925
208,R000586,repjimrenacci,OH,16.0,rep,Republican,Renacci,"Renacci, Jim",R,1,1,1,225794.0,119830.0,R,D,0.306587505497,2.9692835,5.26548,,3.16935666667,1.60801,1.06938,1.982305,1.006105,
209,R000587,repribble,WI,8.0,rep,Republican,Ribble,"Gallagher, Mike",R,1,1,1,227892.0,135682.0,R,D,0.253620996001,3.31492,0.6508228165,4.174186,1.32837,2.298584,,5.53014,0.4283932,1.0
210,R000588,reprichmond,LA,2.0,rep,Democrat,Richmond,"Richmond, Cedric",D,1,1,1,198289.0,57125.0,D,D,0.552687010109,-0.344025,-2.25926,-5.663235,0.129049,-26.0,-3.19672,,,
211,R000589,repscottrigell,VA,2.0,rep,Republican,Rigell,"Taylor, Scott",R,1,1,1,190475.0,119440.0,R,D,0.229208008648,0.01143,3.8645325,1.367449,0.55051465,,1.916123,-5.71951e-05,,2.4242265
212,R000591,repmartharoby,AL,2.0,rep,Republican,Roby,"Roby, Martha",R,1,1,1,134886.0,112089.0,R,D,0.0923048891588,0.7345055,23.5337,,1.518086,5.58405,,,,
213,R000582,drphilroe,TN,1.0,rep,Republican,Roe,"Roe, Phil",R,1,1,1,198293.0,39024.0,R,D,0.671123434057,11.307915,0.867052,5.31187333333,,5.660655,13.22,1.89796,24.69975,
214,R000395,rephalrogers,KY,5.0,rep,Republican,Rogers,"Rogers, Hal",R,1,1,0,221242.0,0.0,R,NONE,1.0,,1.2798015,4.853386,,4.06724,,,26.4561,
215,R000575,repmikerogersal,AL,3.0,rep,Republican,Rogers,"Rogers, Mike",R,1,1,1,192164.0,94549.0,R,D,0.340462413633,3.78845666667,1.0640355,1.7755485,2.7284025,1.1577,2.06181,2.73983,3.00028666667,4.42815
217,R000592,toddrokita,IN,4.0,rep,Republican,Rokita,"Rokita, Todd",R,1,1,1,193412.0,91256.0,R,D,0.358860145854,3.874347,6.49085,2.56401033333,17.9830666667,3.17561,0.6502685,,1.26667975,5.30639175
218,R000583,tomrooney,FL,17.0,rep,Republican,Rooney,"Rooney, Tom",R,1,1,1,209348.0,115974.0,R,D,0.287020244558,,0.916522,,,,,,,
219,R000435,roslehtinen,FL,27.0,rep,Republican,Ros-Lehtinen,"Ros-Lehtinen, Ileana",R,1,1,1,157917.0,129760.0,R,D,0.0978771330346,4.08279428571,0.611435285714,8.65844666667,9.70609714286,7.50430571429,10.4315967143,4.49527,8.90167142857,8.91204285714
220,R000580,peterroskam,IL,6.0,rep,Republican,Roskam,"Roskam, Peter",R,1,1,1,208555.0,143591.0,R,D,0.184480300784,12.403735,1.73443666667,4.0571025,14.91531986,4.13256333333,1.260029065,1.8308666,1.3312178,0.728107166667
221,R000593,repdennisross,FL,15.0,rep,Republican,Ross,"Ross, Dennis",R,1,1,1,182999.0,135475.0,R,D,0.149224112486,0.0565508,5.0990655,3.40307,25.5552197,1.68301,3.29127,,8.90055066667,5.79787
222,R000486,reproybalallard,CA,40.0,rep,Democrat,Roybal-Allard,"Roybal-Allard, Lucille",D,1,1,1,106554.0,24743.0,D,I,0.623098776057,-0.808275333333,-38.978015,-3.08208,-21.7366242,-11.3578325,-15.498874,-3.97678666667,-3.25362,-31.951575
223,R000487,repedroyce,CA,39.0,rep,Republican,Royce,"Royce, Ed",R,1,1,1,150777.0,112679.0,R,D,0.144608587392,8.09355475,5.2880382,19.53734,4.280352,1.14528983333,3.5194276,1.938726,1.6958214,2.0280916
224,R000576,call_me_dutch,MD,2.0,rep,Democrat,Ruppersberger,"Ruppersberger, Dutch",D,1,1,1,192183.0,102577.0,D,R,0.303996471706,-1.31258278,-4.76534333333,-3.12901333333,-1.57327019,-2.967365,-2.715476,-20.4666643333,-1.57663,-6.73282
225,R000515,repbobbyrush,IL,1.0,rep,Democrat,Rush,"Rush, Bobby",D,1,1,1,234037.0,81817.0,D,R,0.481931525325,,-270.786,-30.6797,-1.161955,,,,-8.6529,-1.89872
226,R000570,speakerryan,WI,1.0,rep,Republican,Ryan,"Ryan, Paul",R,1,1,1,230072.0,107003.0,R,D,0.365108655344,10.3663404286,37.1344942857,20.4041842857,24.2639857143,18.33724,20.073905,23.9516,34.36625,31.17348
227,R000577,reptimryan,OH,13.0,rep,Democrat,Ryan,"Ryan, Tim",D,1,1,1,208610.0,99377.0,D,R,0.354667567138,-0.957143,-97.59848,-26.6666,-4.76955666667,-2.56258,-3.83607,-11.3395,-1.14922175667,
228,S000030,lorettasanchez,CA,46.0,rep,Democrat,Sanchez,"Correa, Lou",D,0,0,0,115248.0,49345.0,D,D,0.400399773988,-1.37524925,-4.5072466,-26.495005,-36.64735,-5.41892133333,-72.6684,-3.62521,,
229,S001168,repsarbanes,MD,3.0,rep,Democrat,Sarbanes,"Sarbanes, John",D,1,1,1,214640.0,115048.0,D,R,0.30207954187,-0.957143,,,,-1.53487,,,-56.0,-1.384466
230,S001176,stevescalise,LA,1.0,rep,Republican,Scalise,"Scalise, Steve",R,1,1,1,243645.0,41840.0,R,D,0.706884775032,12.777685,17.9932533333,11.20751,11.44858,12.882075,13.84255,10.1870333333,22.8333866667,20.3977014286
231,S001145,janschakowsky,IL,9.0,rep,Democrat,Schakowsky,"Schakowsky, Jan",D,1,1,1,217306.0,109550.0,D,R,0.32967422963,-55.079386,-100.087024,-75.542575,-48.637775,-15.736113,-9.686710935,-18.4518405,-34.213818,-51.531684
232,S001150,repadamschiff,CA,28.0,rep,Democrat,Schiff,"Schiff, Adam",D,1,1,1,210883.0,59526.0,D,R,0.559733588749,-0.5405235,-2.920504,,2.615491,-7.26101133333,-11.7333,,-0.837469185,-3.512809
233,S001180,repschrader,OR,5.0,rep,Democrat,Schrader,"Schrader, Kurt",D,1,1,1,199505.0,160443.0,D,R,0.108521230844,-1.33969017067,,-1.94427,-1.89831,-5.92308,-11.087475,,,
234,S001183,repdavid,AZ,6.0,rep,Republican,Schweikert,"Schweikert, David",R,1,1,1,201578.0,122866.0,R,D,0.242605811789,,,,,,,,,
235,S001189,austinscottga08,GA,8.0,rep,Republican,Scott,"Scott, Austin",R,1,1,1,173983.0,83225.0,R,D,0.352858386986,,4.932035,,1.06429,3.6757,6.0426,1.56161,,
